amc_name,year,month,code,types_of_clients,no_of_investors,listed,unlisted,plain_debt,stru_debt,eq_derivative,mutual_funds,others,total
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,10,DISC,Corporate Resident,3,17.16,0.0,1.21,0.0,0.0,1.04,0.58,19.99
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,10,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,10,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,10,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,10,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,10,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,10,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,11,DISC,Individual Resident,38,32.97,0.0,0.64,0.0,0.0,3.9,0.78,38.29
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,11,DISC,Individual Non-Resident,7,16.3,0.0,0.0,0.0,0.0,0.0,1.5,17.80
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,10,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,11,DISC,Corporate Resident,3,16.4,0.0,1.21,0.0,0.0,2.68,0.46,20.75
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,11,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,11,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,11,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,11,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,11,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,11,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,11,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,9,DISC,Individual Resident,39,31.21,0.0,1.15,0.0,0.0,1.27,0.17,33.80
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,9,DISC,Individual Non-Resident,7,14.71,0.0,0.0,0.0,0.0,0.0,0.83,15.54
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,9,DISC,Corporate Resident,3,16.29,0.0,2.21,0.0,0.0,0.3,0.21,19.01
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,9,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,9,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,9,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,9,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,9,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,9,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,9,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,8,DISC,Individual Resident,39,31.59,0.0,1.15,0.0,0.0,0.89,0.33,33.96
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,8,DISC,Individual Non-Resident,7,14.27,0.0,0.0,0.0,0.0,0.0,1.2,15.47
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,8,DISC,Corporate Resident,3,15.51,0.0,2.21,0.0,0.0,0.94,0.29,18.95
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,8,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,8,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,8,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,8,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,8,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,8,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,8,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,6,DISC,Individual Resident,41,31.2,0.0,3.1,0.0,0.0,2.36,0.14,36.80
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,6,DISC,Individual Non-Resident,7,14.06,0.0,0.0,0.0,0.0,0.0,1.9,15.96
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,6,DISC,Corporate Resident,3,13.8,0.0,4.11,0.0,0.0,1.32,0.03,19.26
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,6,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,6,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,6,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,6,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,6,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,6,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,6,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,7,DISC,Individual Resident,41,32.08,0.0,1.69,0.0,0.0,2.91,0.78,37.46
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,7,DISC,Individual Non-Resident,7,14.48,0.0,0.0,0.0,0.0,0.0,1.84,16.32
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,7,DISC,Corporate Resident,3,14.59,0.0,2.24,0.0,0.0,2.54,0.28,19.65
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,7,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,7,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,7,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,7,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,7,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,7,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,7,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,4,DISC,Individual Clients Resident,42,29.16,0.0,2.89,0.0,0.0,7.96,0.23,40.24
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,4,DISC,Individual Clients Non Resident,7,13.71,0.0,0.0,0.0,0.0,0.03,2.23,15.97
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,4,DISC,Corporate Clients Resident,3,13.31,0.0,2.77,0.0,0.0,2.84,0.09,19.01
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,4,DISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,4,DISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,4,DISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,4,NONDISC,Individual Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,4,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,4,NONDISC,Corporate Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,4,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,4,NONDISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,4,NONDISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,3,DISC,Individual Clients Resident,42,32.62,0.0,3.17,0.0,0.0,2.92,0.72,39.43
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,3,DISC,Individual Clients Non Resident,7,13.37,0.0,0.0,0.0,0.0,0.03,2.05,15.45
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,3,DISC,Corporate Clients Resident,3,12.9,0.0,2.78,0.0,0.0,2.49,0.45,18.62
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,3,DISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,3,DISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,3,DISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,3,NONDISC,Individual Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,3,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,3,NONDISC,Corporate Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,3,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,3,NONDISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,3,NONDISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,6,DISC,Individual Resident,39,61.05,0.0,0.6,0.0,0.0,1.77,0.12,63.54
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,6,DISC,Individual Non-Resident,9,16.3,0.0,0.0,0.0,0.0,0.0,0.54,16.84
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,6,DISC,Corporate Resident,3,18.13,0.0,1.18,0.0,0.0,2.1,0.02,21.43
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,6,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,6,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,6,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,6,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,6,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,6,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,6,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,2,DISC,Individual Clients Resident,43,32.19,0.0,3.22,0.0,0.0,2.4,0.6,38.41
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,2,DISC,Individual Clients Non Resident,6,12.05,0.0,0.0,0.0,0.0,0.03,2.07,14.15
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,2,DISC,Corporate Clients Resident,3,12.25,0.0,2.78,0.0,0.0,2.52,0.32,17.87
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,2,DISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,2,DISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,2,DISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,2,NONDISC,Individual Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,2,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,2,NONDISC,Corporate Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,2,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,2,NONDISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,2,NONDISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,12,DISC,Individual Resident,38,34.69,0.0,0.68,0.0,0.0,5.51,-0.32,40.56
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,12,DISC,Individual Non-Resident,7,16.93,0.0,0.0,0.0,0.0,0.0,1.47,18.40
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,12,DISC,Corporate Resident,3,17.4,0.0,1.21,0.0,0.0,3.41,-0.47,21.55
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,12,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,12,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,12,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,12,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,12,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,12,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,12,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,3,DISC,Individual Resident,38,58.22,0.0,0.56,0.0,0.0,1.53,2.05,62.36
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,3,DISC,Individual Non-Resident,8,17.06,0.0,0.0,0.0,0.0,0.0,0.05,17.11
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,3,DISC,Corporate Resident,3,19.04,0.0,1.19,0.0,0.0,0.0,0.36,20.59
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,3,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,3,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,3,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,3,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,3,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,3,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,3,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,12,DISC,Individual Clients Resident,43,28.4,0.0,3.19,0.0,0.0,2.75,0.47,34.81
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,12,DISC,Individual Clients Non Resident,6,11.45,0.0,0.0,0.0,0.0,0.0,1.16,12.61
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,12,DISC,Corporate Clients Resident,3,11.52,0.0,2.74,0.0,0.0,2.2,0.14,16.60
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,12,DISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,12,DISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,12,DISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,12,NONDISC,Individual Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,12,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,12,NONDISC,Corporate Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,12,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,12,NONDISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,12,NONDISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,4,DISC,Individual Resident,44,42.44,0.0,0.0,0.0,0.0,3.55,-0.37,45.62
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,4,DISC,Individual Non-Resident,8,15.43,0.0,0.0,0.0,0.0,0.0,0.25,15.68
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,4,DISC,Corporate Resident,4,12.17,0.0,0.0,0.0,0.0,0.65,-0.32,12.50
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,4,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,4,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,4,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,4,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,4,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,4,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,4,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,10,DISC,Individual Clients Resident,40,27.49,0.0,3.18,0.0,0.0,4.98,1.2,36.85
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,10,DISC,Individual Clients Non Resident,6,12.43,0.0,0.0,0.0,0.0,0.04,2.02,14.49
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,9,DISC,Individual Clients Resident,41,26.32,0.0,3.17,0.0,0.0,5.63,0.24,35.36
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,9,DISC,Individual Clients Non Resident,6,11.26,0.0,0.0,0.0,0.0,0.05,2.45,13.76
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,10,DISC,Corporate Clients Resident,3,11.56,0.0,2.75,0.0,0.0,3.48,0.25,18.04
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,10,DISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,10,DISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,10,DISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,9,DISC,Corporate Clients Resident,3,10.82,0.0,2.74,0.0,0.0,3.78,0.07,17.41
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,9,DISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,9,DISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,9,DISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,9,NONDISC,Individual Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,10,NONDISC,Individual Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,10,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,10,NONDISC,Corporate Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,10,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,9,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,9,NONDISC,Corporate Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,10,NONDISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,10,NONDISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,9,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,9,NONDISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2016,9,NONDISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
